City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,miri,4.4148,114.0089,80.2760000000001,83,93,2.3,MY,2023-04-22 13:07:59
279,al bayda',32.7627,21.7551,65.62400000000002,41,84,8.52,LY,2023-04-22 13:07:59
280,mar del plata,-38.0023,-57.5575,58.820000000000064,75,22,0.89,AR,2023-04-22 13:07:43
281,sotouboua,8.5667,0.9833,83.66000000000008,63,67,1.57,TG,2023-04-22 13:07:59
282,dakhla,23.6848,-15.958,68.05400000000006,81,0,7.81,EH,2023-04-22 13:08:00
283,dhahran,26.3032,50.1353,79.84400000000008,44,0,1.54,SA,2023-04-22 13:08:00
284,saint-philippe,-21.3585,55.7679,78.38600000000008,76,64,3.18,RE,2023-04-22 13:08:00
285,island harbour,50.724,-1.2758,54.158,85,72,4.47,GB,2023-04-22 13:07:27
286,la passe,45.5549,-0.8967,62.83399999999999,81,51,3.88,FR,2023-04-22 13:08:01
287,tsiombe,-25.3,45.4833,69.63800000000005,91,13,1.06,MG,2023-04-22 13:08:01
288,andalgala,-27.5819,-66.3165,68.91800000000009,68,67,1.45,AR,2023-04-22 13:08:02
289,mikun',62.3547,50.0771,41.19800000000002,80,100,4.43,RU,2023-04-22 13:08:02
290,machilipatnam,16.1667,81.1333,81.12200000000004,74,61,2.71,IN,2023-04-22 13:08:03
291,qamdo,31.1667,97.2333,34.32200000000004,40,41,2.79,CN,2023-04-22 13:07:41
292,nova vicosa,-17.8919,-39.3719,78.15200000000007,79,92,6.26,BR,2023-04-22 13:08:03
293,nishinoomote,30.7333,131.0,65.49800000000002,63,75,9.39,JP,2023-04-22 13:08:03
294,ayame,5.6083,-3.1563,80.9600000000001,81,99,3.12,CI,2023-04-22 13:08:04
295,tazacorte,28.629,-17.9293,70.77200000000005,82,75,2.57,ES,2023-04-22 13:08:04
296,chengde,40.9725,117.9361,48.434,34,98,1.23,CN,2023-04-22 13:08:04
297,hastings,50.8552,0.5729,55.79600000000005,28,81,3.25,GB,2023-04-22 13:08:04
298,turpan,42.9333,89.1667,66.41600000000001,25,100,6.31,CN,2023-04-22 13:08:04
299,mata-utu,-13.2816,-176.1745,82.5260000000001,75,97,4.98,WF,2023-04-22 13:08:05
300,quartu sant'elena,39.2419,9.1839,64.058,74,0,4.12,IT,2023-04-22 13:06:30
301,tazovsky,67.4667,78.7,31.406000000000027,99,100,3.2,RU,2023-04-22 13:07:19
302,tete,-16.1564,33.5867,82.49000000000002,65,20,3.09,MZ,2023-04-22 13:08:06
303,praia da vitoria,38.7333,-27.0667,63.66200000000006,89,20,10.62,PT,2023-04-22 13:08:04
304,kapuskasing,49.4169,-82.4331,39.65,90,100,3.25,CA,2023-04-22 13:08:07
305,porto cristo,39.5395,3.333,67.316,80,100,3.59,ES,2023-04-22 13:08:07
306,tukrah,32.5341,20.5791,68.9,58,58,3.67,LY,2023-04-22 13:08:07
307,qui nhon,13.7667,109.2333,78.78200000000001,94,89,4.43,VN,2023-04-22 13:07:51
308,goondiwindi,-28.55,150.3167,56.93000000000004,73,0,3.21,AU,2023-04-22 13:08:08
309,port hedland,-20.3167,118.5667,75.25400000000005,60,100,3.09,AU,2023-04-22 13:08:08
310,glasgow,55.8652,-4.2576,53.150000000000006,77,40,5.14,GB,2023-04-22 13:06:59
311,merizo village,13.2658,144.6691,81.15800000000002,91,82,6.76,GU,2023-04-22 13:08:09
312,san antonio de pale,-1.4014,5.6325,82.76000000000008,74,85,4.3,GQ,2023-04-22 13:08:09
313,blackwater,-23.5833,148.8833,64.88600000000008,67,29,4.8,AU,2023-04-22 13:08:09
314,wynyard,-41.0,145.7167,56.983999999999995,76,57,3.15,AU,2023-04-22 13:07:35
315,tamanrasset,22.785,5.5228,84.11000000000008,9,0,6.17,DZ,2023-04-22 13:03:19
316,kenai,60.5544,-151.2583,41.14400000000008,63,40,2.06,US,2023-04-22 13:08:10
317,alofi,-19.0595,-169.9187,77.108,66,0,4.38,NU,2023-04-22 13:08:10
318,birjand,32.8663,59.2211,71.78000000000004,15,42,4.44,IR,2023-04-22 13:08:11
319,melekeok village,7.4957,134.6367,81.35600000000002,78,94,3.15,PW,2023-04-22 13:08:11
320,ponta delgada,37.7333,-25.6667,63.320000000000064,94,75,4.63,PT,2023-04-22 13:07:22
321,anatuya,-28.4606,-62.8347,71.07800000000006,46,100,2.57,AR,2023-04-22 13:08:11
322,colon,9.3592,-79.9014,85.24400000000009,59,30,3.86,PA,2023-04-22 13:08:12
323,mosjoen,65.836,13.1908,36.662000000000056,48,90,4.63,NO,2023-04-22 13:08:12
324,beihai,21.4833,109.1,78.0260000000001,90,15,6.42,CN,2023-04-22 13:08:12
325,trinity beach,-16.7888,145.6968,77.01800000000009,93,75,6.69,AU,2023-04-22 13:08:12
326,fraserburgh,57.6874,-2.0184,46.43600000000007,91,34,5.34,GB,2023-04-22 13:08:13
327,medina,24.4686,39.6142,91.83200000000002,14,20,5.66,SA,2023-04-22 13:07:43
328,chernigovka,44.3389,132.5728,36.42800000000007,38,17,3.78,RU,2023-04-22 13:08:13
329,kayalpattinam,8.5667,78.1167,85.94600000000005,71,45,2.5,IN,2023-04-22 13:08:14
330,tindouf,27.6711,-8.1474,87.26000000000008,8,91,0.44,DZ,2023-04-22 13:08:14
331,mount pearl,47.5166,-52.7813,37.85,97,100,10.8,CA,2023-04-22 13:06:18
332,palasa,18.7667,84.4167,80.16800000000009,80,27,2.13,IN,2023-04-22 13:08:14
333,lorengau,-2.0226,147.2712,80.94200000000001,79,100,1.54,PG,2023-04-22 13:07:42
334,khandyga,62.6667,135.6,14.954000000000054,100,84,1.63,RU,2023-04-22 13:07:30
335,cu chi,10.9667,106.4667,84.21800000000009,76,67,3.45,VN,2023-04-22 13:08:15
336,vila velha,-20.3297,-40.2925,78.74600000000005,79,75,3.6,BR,2023-04-22 13:08:16
337,san julian,21.0167,-102.1667,81.95,13,100,3.14,MX,2023-04-22 13:08:16
338,yaizu,34.8667,138.3333,55.85,85,98,2.29,JP,2023-04-22 13:06:16
339,berezovyy,51.6667,135.7,30.90200000000008,94,100,1.48,RU,2023-04-22 13:08:16
340,sitia,35.2,26.0986,64.97600000000008,80,42,1.03,GR,2023-04-22 13:08:17
341,m'sila,35.7058,4.5419,67.892,55,99,11.66,DZ,2023-04-22 13:08:17
342,posto fiscal rolim de moura,-13.0833,-62.2667,87.54800000000003,56,75,1.94,BR,2023-04-22 13:08:17
343,kailua-kona,19.6406,-155.9956,80.51000000000008,81,40,5.14,US,2023-04-22 13:07:48
344,ta`u,-14.2336,-169.5144,80.63600000000008,79,62,5.16,AS,2023-04-22 13:07:05
345,piton saint-leu,-21.2196,55.3151,75.308,73,20,2.57,RE,2023-04-22 13:08:18
346,nkowakowa,-23.8878,30.2871,69.7100000000001,60,5,1.48,ZA,2023-04-22 13:08:19
347,keflavik,64.0049,-22.5624,41.432000000000016,93,100,3.6,IS,2023-04-22 13:07:35
348,kushikino,31.7167,130.2667,57.47000000000006,70,55,2.19,JP,2023-04-22 13:08:19
349,prince albert,53.2001,-105.7677,39.47000000000006,54,100,2.22,CA,2023-04-22 13:08:20
350,solwezi,-12.1688,26.3894,66.16400000000004,87,80,1.79,ZM,2023-04-22 13:08:20
351,maturin,9.75,-63.1767,85.83800000000005,84,96,2.06,VE,2023-04-22 13:08:20
352,amungan,15.3652,119.9582,81.12200000000004,76,58,1.66,PH,2023-04-22 13:08:20
353,ipala,14.6167,-89.6167,95.14400000000008,25,39,1.49,GT,2023-04-22 13:08:21
354,bandarbeyla,9.4942,50.8122,82.81400000000004,70,68,5.14,SO,2023-04-22 13:08:21
355,arraial do cabo,-22.9661,-42.0278,78.65600000000003,69,40,5.14,BR,2023-04-22 13:08:20
356,margate,51.3813,1.3862,54.69800000000002,69,87,2.24,GB,2023-04-22 13:08:22
357,hampton bays,40.869,-72.5176,64.184,89,100,5.66,US,2023-04-22 13:08:22
358,fisterra,42.9049,-9.2629,60.026000000000096,89,74,12.07,ES,2023-04-22 13:08:16
359,broome,42.2506,-75.833,72.46400000000003,51,75,8.05,US,2023-04-22 13:06:15
360,shiwan,22.9969,113.0799,76.94600000000005,82,100,4.35,CN,2023-04-22 13:08:23
361,skovorodino,53.9833,123.9167,26.63600000000007,61,99,2.89,RU,2023-04-22 13:08:23
362,carnarvon,-24.8667,113.6333,73.63399999999999,57,0,5.36,AU,2023-04-22 13:07:56
363,ahfir,34.9537,-2.1003,72.21200000000006,56,76,1.94,MA,2023-04-22 13:08:24
364,kirensk,57.7853,108.1119,19.148000000000025,99,99,0.87,RU,2023-04-22 13:08:24
365,uvinza,-5.1036,30.3911,67.87400000000002,96,100,1.07,TZ,2023-04-22 13:08:24
366,samarinda,-0.5,117.15,74.37200000000004,98,82,0.08,ID,2023-04-22 13:08:25
367,puerto colombia,10.9878,-74.9547,87.89000000000001,78,70,4.92,CO,2023-04-22 13:08:25
368,hadibu,12.65,54.0333,83.46200000000006,72,11,2.77,YE,2023-04-22 13:06:54
369,iwon-up,40.3231,128.6553,44.42000000000006,54,10,2.48,KP,2023-04-22 13:08:25
370,port washington,40.8257,-73.6982,69.584,72,100,3.58,US,2023-04-22 13:08:26
371,jinzhou,41.1078,121.1417,49.49600000000005,18,62,3.28,CN,2023-04-22 13:08:26
372,hakui,36.8833,136.7833,44.258,69,90,2.9,JP,2023-04-22 13:08:26
373,ust'-kut,56.7938,105.7672,26.924000000000014,97,100,1.19,RU,2023-04-22 13:07:48
374,tughyl,47.7252,84.2063,38.94800000000002,67,18,3.7,KZ,2023-04-22 13:08:27
375,mawu,29.5923,107.3139,60.42200000000004,95,100,0.86,CN,2023-04-22 13:08:27
376,kralendijk,12.15,-68.2667,79.68200000000002,82,94,3.45,BQ,2023-04-22 13:08:27
377,darwin,-12.4611,130.8418,78.78200000000001,76,31,1.54,AU,2023-04-22 13:07:06
378,mae tha,18.4646,99.1403,81.12200000000004,59,50,0.76,TH,2023-04-22 13:08:28
379,puerto armuelles,8.2833,-82.8667,83.858,69,98,4.16,PA,2023-04-22 13:08:28
380,rudbar,30.15,62.6,80.708,10,1,1.53,AF,2023-04-22 13:08:29
381,mermoz boabab,14.7065,-17.4758,69.06200000000007,84,39,7.71,SN,2023-04-22 13:08:29
382,rikaze,29.25,88.8833,41.504000000000055,30,90,2.19,CN,2023-04-22 13:08:30
383,altai,46.3722,96.2583,34.23200000000001,25,97,1.05,MN,2023-04-22 13:08:30
384,oriximina,-1.7656,-55.8661,79.43000000000004,89,100,0.43,BR,2023-04-22 13:08:30
385,liuli,-11.0833,34.6333,75.83000000000004,84,100,2.67,TZ,2023-04-22 13:08:30
386,menongue,-14.6585,17.691,66.61400000000003,75,94,1.32,AO,2023-04-22 13:08:31
387,tagta,41.6504,59.9164,75.14600000000004,23,0,2.06,TM,2023-04-22 13:08:31
388,xilin hot,43.9667,116.0333,34.628000000000064,21,68,4.08,CN,2023-04-22 13:08:31
389,tucuma,-0.1833,-50.05,86.75600000000003,63,97,2.98,BR,2023-04-22 13:04:00
390,egilsstadir,65.2653,-14.3948,31.910000000000082,64,75,6.17,IS,2023-04-22 13:04:58
391,saldanha,-33.0117,17.9442,59.522000000000034,87,100,8.71,ZA,2023-04-22 13:07:43
392,funafuti,-8.5243,179.1942,80.6,89,40,0.0,TV,2023-04-22 13:08:32
393,puerto aysen,-45.4,-72.7,56.33600000000007,77,87,2.08,CL,2023-04-22 13:07:32
394,hinthada,17.6333,95.4667,84.12800000000007,73,2,3.88,MM,2023-04-22 13:08:33
395,new norfolk,-42.7826,147.0587,54.91400000000003,65,51,0.45,AU,2023-04-22 13:07:35
396,manado,1.487,124.8455,75.97400000000002,94,40,0.51,ID,2023-04-22 13:08:33
397,madimba,-10.4,40.3333,77.792,90,98,3.76,TZ,2023-04-22 13:08:34
398,brisas de zicatela,15.8369,-97.0419,86.52200000000005,70,20,3.09,MX,2023-04-22 13:08:08
399,aioun,16.6614,-9.6149,94.35200000000009,11,92,4.45,MR,2023-04-22 13:08:34
400,kuta,-8.7233,115.1723,80.54600000000005,94,20,2.68,ID,2023-04-22 13:08:34
401,hami,42.8,93.45,59.99000000000002,11,81,2.57,CN,2023-04-22 13:08:02
402,prince rupert,54.3161,-130.3201,43.556000000000026,90,100,4.34,CA,2023-04-22 13:07:06
403,bengkulu,-3.8004,102.2655,76.892,89,94,1.71,ID,2023-04-22 13:08:35
404,laguna,38.421,-121.4238,77.28800000000004,45,0,6.17,US,2023-04-22 13:07:52
405,lib,8.3122,167.3766,81.95,79,99,8.92,MH,2023-04-22 13:08:36
406,colares,38.7992,-9.4469,67.334,66,20,7.6,PT,2023-04-22 13:08:36
407,vilyuysk,63.7553,121.6247,6.908000000000005,98,26,1.92,RU,2023-04-22 13:07:40
408,jutai,-5.1833,-68.9,78.85400000000006,82,100,1.14,BR,2023-04-22 13:08:36
409,ulanhot,46.0833,122.0833,33.044000000000075,18,32,3.14,CN,2023-04-22 13:08:37
410,touros,-5.1989,-35.4608,84.308,63,17,7.56,BR,2023-04-22 13:07:19
411,acajutla,13.5928,-89.8275,86.95400000000006,63,8,4.33,SV,2023-04-22 13:08:37
412,kavaratti,10.5669,72.642,84.05600000000004,71,88,5.56,IN,2023-04-22 13:08:37
413,crane,31.3974,-102.3501,78.85400000000006,11,0,2.93,US,2023-04-22 13:07:50
414,chibougamau,49.9168,-74.3659,40.622000000000035,87,100,3.09,CA,2023-04-22 13:07:45
415,katsuren-haebaru,26.3369,127.8719,71.61800000000008,78,75,3.09,JP,2023-04-22 13:08:38
416,dhoraji,21.7333,70.45,82.59800000000003,51,15,4.86,IN,2023-04-22 13:08:38
417,thunder bay,48.4001,-89.3168,26.510000000000083,80,100,5.14,CA,2023-04-22 13:06:48
418,tofol,5.3248,163.0078,82.14800000000002,79,95,5.74,FM,2023-04-22 13:08:39
419,jawhar,2.7809,45.5005,82.04000000000002,75,100,4.33,SO,2023-04-22 13:08:40
420,white rock,49.0164,-122.8026,53.00600000000003,75,100,0.89,CA,2023-04-22 13:08:40
421,andovoranto,-18.95,49.1,77.45,88,62,2.37,MG,2023-04-22 13:08:40
422,mao,39.8885,4.2658,63.158,88,75,2.57,ES,2023-04-22 13:08:40
423,datong,40.0936,113.2914,49.67600000000009,51,95,1.72,CN,2023-04-22 13:08:41
424,vadso,70.0744,29.7487,25.682000000000016,74,100,7.72,NO,2023-04-22 13:08:00
425,peniche,39.3558,-9.3811,65.084,77,9,4.72,PT,2023-04-22 13:08:41
426,gadzhiyevo,69.2551,33.3362,20.75,72,85,8.04,RU,2023-04-22 13:07:39
427,arteche,12.2645,125.4048,78.72800000000007,88,79,2.15,PH,2023-04-22 13:08:41
428,viransehir,37.2353,39.7631,59.18000000000004,49,82,2.26,TR,2023-04-22 13:08:42
429,barcelos,41.5388,-8.6151,64.85,76,19,4.4,PT,2023-04-22 13:08:42
430,midvagur,62.0511,-7.1939,41.82800000000007,60,100,7.2,FO,2023-04-22 13:08:38
431,pandan,14.0453,124.1694,79.86200000000005,85,66,2.72,PH,2023-04-22 13:08:43
432,cabo san lucas,22.8909,-109.9124,91.61600000000001,42,20,2.06,MX,2023-04-22 13:03:26
433,sarupathar,26.1984,93.8094,68.28800000000004,84,75,0.09,IN,2023-04-22 13:08:43
434,sao joao da barra,-21.6403,-41.0511,75.29000000000002,64,70,2.91,BR,2023-04-22 13:08:44
435,novyy urengoy,66.0833,76.6333,31.964000000000034,99,100,3.48,RU,2023-04-22 13:08:44
436,boonville,38.9736,-92.7432,43.592,54,100,4.63,US,2023-04-22 13:08:44
437,chandler,33.3062,-111.8412,88.07000000000006,15,0,2.57,US,2023-04-22 13:06:32
438,timmins,48.4669,-81.3331,40.820000000000064,81,100,4.63,CA,2023-04-22 13:04:07
439,vernon,50.2581,-119.2691,53.76200000000006,45,100,1.09,CA,2023-04-22 13:06:42
440,ujae,8.9322,165.7642,81.86000000000008,77,80,8.33,MH,2023-04-22 13:08:45
441,pointe michel,15.25,-61.3833,79.57400000000001,78,10,3.9,DM,2023-04-22 13:08:46
442,kiunga,-6.1219,141.2906,73.54400000000007,100,100,0.71,PG,2023-04-22 13:08:46
443,liuhe,42.2401,125.7172,35.51000000000008,25,17,0.94,CN,2023-04-22 13:08:46
444,mazagao,-0.115,-51.2894,87.85400000000006,66,100,2.52,BR,2023-04-22 13:08:46
445,sisimiut,66.9395,-53.6735,34.592,82,100,2.59,GL,2023-04-22 13:07:47
446,zhongxiang,31.1661,112.5831,43.610000000000085,90,100,7.19,CN,2023-04-22 13:08:47
447,jagna,9.6531,124.3697,79.592,87,38,4.3,PH,2023-04-22 13:08:47
448,aydarken,39.9443,71.3429,46.94000000000002,29,45,2.97,KG,2023-04-22 13:08:47
449,benguela,-12.5763,13.4055,80.07800000000006,78,48,3.02,AO,2023-04-22 13:08:47
450,malvan,16.0667,73.4667,80.9600000000001,73,11,5.87,IN,2023-04-22 13:08:48
451,kindu,-2.95,25.95,71.76200000000006,97,93,0.5,CD,2023-04-22 13:08:48
452,faranah,10.0404,-10.7434,94.49600000000005,21,76,1.21,GN,2023-04-22 13:08:48
453,strezhevoy,60.7333,77.5889,35.79800000000002,99,100,3.73,RU,2023-04-22 13:08:21
454,ghat,24.9647,10.1728,86.45,10,4,6.69,LY,2023-04-22 13:08:24
455,mohr,54.3528,9.7167,69.89000000000001,44,99,3.6,DE,2023-04-22 13:08:49
456,novodvinsk,64.4165,40.8122,31.748000000000026,96,100,3.32,RU,2023-04-22 13:08:25
457,pasuquin,18.3328,120.6177,78.74600000000005,83,40,0.51,PH,2023-04-22 13:08:49
458,amahai,-3.3333,128.9167,78.40400000000005,86,74,1.44,ID,2023-04-22 13:08:13
459,gasa,31.5,34.4667,61.88000000000004,72,4,4.74,PS,2023-04-22 13:07:41
460,umm kaddadah,13.6017,26.6876,87.47600000000008,9,0,1.73,SD,2023-04-22 13:08:50
461,el granada,37.5027,-122.4694,76.4600000000001,73,20,5.66,US,2023-04-22 13:08:50
462,peterhead,57.5058,-1.7981,46.79600000000005,90,71,4.69,GB,2023-04-22 13:08:50
463,narvik,68.4384,17.4272,29.60600000000003,87,100,2.71,NO,2023-04-22 13:06:52
464,xam nua,20.4197,104.0439,66.84800000000003,77,21,1.3,LA,2023-04-22 13:08:51
465,taro,-8.3862,115.28,73.4,93,41,0.54,ID,2023-04-22 13:08:51
466,hamilton,39.1834,-84.5333,59.25200000000008,48,40,8.75,US,2023-04-22 13:05:30
467,sake,-1.5736,29.045,64.5260000000001,94,100,0.35,CD,2023-04-22 13:08:52
468,zhanaozen,43.3,52.8,65.82200000000003,36,42,6.16,KZ,2023-04-22 13:08:52
469,cheremukhovo,60.3484,59.9851,36.08600000000007,84,15,1.41,RU,2023-04-22 13:08:52
470,gandia,38.9667,-0.1833,71.74400000000009,54,82,0.45,ES,2023-04-22 13:08:53
471,ishigaki,24.3448,124.1572,68.12600000000009,88,7,2.06,JP,2023-04-22 13:06:14
472,caleta de carquin,-11.0925,-77.6267,80.47400000000002,68,33,6.06,PE,2023-04-22 13:08:46
473,labytnangi,66.6572,66.4183,28.18399999999999,94,98,1.11,RU,2023-04-22 13:08:53
474,anshun,26.25,105.9333,67.13600000000008,86,84,3.76,CN,2023-04-22 13:08:53
475,lensk,60.7253,114.9278,19.472000000000037,94,40,0.64,RU,2023-04-22 13:08:54
476,zakamensk,50.3741,103.2863,20.660000000000082,65,21,0.5,RU,2023-04-22 13:08:54
477,norilsk,69.3535,88.2027,34.43000000000004,95,100,4.3,RU,2023-04-22 13:08:54
478,patterson,37.4716,-121.1297,75.02000000000007,43,68,5.5,US,2023-04-22 13:08:55
479,remire-montjoly,4.9167,-52.2667,75.23600000000008,100,100,1.03,GF,2023-04-22 13:07:33
480,beira,-19.8436,34.8389,75.29000000000002,94,0,1.54,MZ,2023-04-22 13:08:39
481,tlahualilo de zaragoza,26.1167,-103.45,84.48800000000006,26,93,4.61,MX,2023-04-22 13:08:55
482,takoradi,4.8845,-1.7554,83.55200000000008,75,78,5.84,GH,2023-04-22 13:08:56
483,shimoda,34.6667,138.95,53.096000000000046,76,96,4.18,JP,2023-04-22 13:08:56
484,pacocha,-17.5833,-71.3333,73.54400000000007,78,0,6.17,PE,2023-04-22 13:08:56
485,santa rosa de rio primero,-31.1523,-63.4019,78.54800000000003,32,99,1.34,AR,2023-04-22 13:08:56
486,valdoie,47.668,6.8445,56.84000000000002,92,100,0.77,FR,2023-04-22 13:08:57
487,gagliano del capo,39.8442,18.3695,60.81800000000008,76,0,5.53,IT,2023-04-22 13:08:57
488,dashtobod,40.1269,68.4944,63.733999999999995,23,11,2.28,UZ,2023-04-22 13:08:57
489,saint-pierre,-21.3393,55.4781,78.47600000000008,73,20,2.57,RE,2023-04-22 13:08:58
490,meadow lakes,61.6247,-149.6011,46.09400000000007,52,20,1.34,US,2023-04-22 13:08:44
491,san juan de uraba,8.7592,-76.5297,84.56000000000009,64,100,3.39,CO,2023-04-22 13:08:58
492,hilo,19.7297,-155.09,80.2760000000001,82,40,2.57,US,2023-04-22 13:07:38
493,umluj,25.0213,37.2685,78.38600000000008,63,13,2.91,SA,2023-04-22 13:08:59
494,iskushuban,10.2837,50.23,79.37600000000009,67,20,5.68,SO,2023-04-22 13:08:59
495,moree,-29.4667,149.85,56.48000000000005,66,0,3.43,AU,2023-04-22 13:08:59
496,san borja,-14.8167,-66.85,86.82800000000006,52,54,0.95,BO,2023-04-22 13:08:59
497,zyrya,40.3661,50.2917,59.09000000000002,78,13,3.08,AZ,2023-04-22 13:09:00
498,hammerfest,70.6634,23.6821,25.25,86,20,5.14,NO,2023-04-22 13:07:36
499,brooks,50.5834,-111.8851,41.03600000000007,50,17,3.96,CA,2023-04-22 13:06:49
500,sitka,57.0531,-135.33,48.092,57,100,7.72,US,2023-04-22 13:08:06
501,valle hermoso,25.6667,-97.8333,84.092,57,82,6.47,MX,2023-04-22 13:09:00
502,yongbyon,39.8133,125.8042,45.14000000000002,33,23,2.12,KP,2023-04-22 13:09:01
503,huai khot,15.2909,99.6166,85.04600000000005,51,6,2.68,TH,2023-04-22 13:09:01
504,sassandra,4.95,-6.0833,83.174,79,90,5.55,CI,2023-04-22 13:08:36
505,punta del este,-34.9667,-54.95,69.96200000000006,79,40,4.12,UY,2023-04-22 13:06:37
506,xinyuan,37.3,99.0,28.25600000000003,85,85,1.2,CN,2023-04-22 13:09:02
507,jerome,42.7241,-114.5186,47.228000000000065,49,40,7.2,US,2023-04-22 13:09:02
508,bouna,9.2667,-3.0,95.77400000000002,27,82,1.88,CI,2023-04-22 13:09:02
509,pacific grove,36.6177,-121.9166,71.65400000000005,82,40,4.92,US,2023-04-22 13:08:17
510,yuzhno-kurilsk,44.0306,145.8556,36.5,81,61,9.12,RU,2023-04-22 13:07:25
511,iskateley,67.6803,53.1512,32.81000000000008,98,100,7.23,RU,2023-04-22 13:07:41
512,kivioli,59.3531,26.9711,45.788000000000046,73,21,1.87,EE,2023-04-22 13:09:04
513,nadi,-17.8,177.4167,71.6,83,20,2.57,FJ,2023-04-22 13:09:04
514,grand falls-windsor,48.9332,-55.6649,36.5,93,100,1.34,CA,2023-04-22 13:07:45
515,tangalle,6.024,80.7911,77.52200000000005,86,56,1.9,LK,2023-04-22 13:09:05
516,lodeynoye pole,60.726,33.5531,41.108000000000004,93,14,1.71,RU,2023-04-22 13:09:05
517,ta'izz,13.5,44.0,73.20200000000008,57,93,3.73,YE,2023-04-22 13:09:05
518,oum hadjer,13.2954,19.6966,98.11400000000003,9,26,3.38,TD,2023-04-22 13:09:06
519,conception bay south,47.4999,-52.9981,38.444000000000074,97,100,8.75,CA,2023-04-22 13:08:13
520,ataq,14.5377,46.8319,74.71400000000003,53,94,5.8,YE,2023-04-22 13:09:06
521,kalmunai,7.4167,81.8167,79.95200000000008,81,97,1.29,LK,2023-04-22 13:09:06
522,swanage,50.6092,-1.9626,51.944000000000074,86,88,6.31,GB,2023-04-22 13:09:07
523,beloyarskiy,63.7119,66.6722,33.314000000000036,89,100,1.45,RU,2023-04-22 13:09:07
524,tchintabaraden,15.8969,5.7985,93.36200000000005,9,23,4.85,NE,2023-04-22 13:09:07
525,kruisfontein,-34.0033,24.7314,56.87600000000009,59,100,0.59,ZA,2023-04-22 13:07:56
526,gifford,27.6753,-80.4092,88.03399999999999,62,40,6.17,US,2023-04-22 13:09:08
527,cole harbour,44.6724,-63.4751,58.92800000000007,49,91,3.13,CA,2023-04-22 13:08:46
528,ekuvukeni,-28.4675,30.1551,64.4,25,86,1.95,ZA,2023-04-22 13:09:09
529,cupar,56.3188,-3.012,51.242,84,100,5.66,GB,2023-04-22 13:09:09
530,monrovia,6.3005,-10.7969,85.76600000000002,78,22,5.44,LR,2023-04-22 13:09:09
531,al matlin,37.2452,10.05,62.18600000000007,72,8,4.12,TN,2023-04-22 13:09:10
532,ciudad melchor muzquiz,27.8833,-101.5167,84.16400000000004,46,48,4.21,MX,2023-04-22 13:09:10
533,eyl,7.9803,49.8164,83.55200000000008,72,98,6.55,SO,2023-04-22 13:09:11
534,mareeba,-17.0,145.4333,72.44600000000005,85,99,0.92,AU,2023-04-22 13:09:11
535,kodinsk,58.6881,99.1844,15.8,96,5,0.7,RU,2023-04-22 13:08:23
536,portland,45.5234,-122.6762,61.05200000000008,91,100,1.54,US,2023-04-22 13:03:15
537,kosh-agach,50.0,88.6667,20.660000000000082,59,81,2.0,RU,2023-04-22 13:09:12
538,mumford,5.2618,-0.759,82.61600000000001,79,38,7.24,GH,2023-04-22 13:09:12
539,barah,13.7,30.3667,91.07600000000009,9,0,5.07,SD,2023-04-22 13:09:13
540,lampang,18.3333,99.5,82.85,14,34,1.09,TH,2023-04-22 13:09:13
541,forster,-32.1667,152.5167,58.37000000000006,100,48,2.08,AU,2023-04-22 13:07:32
542,catu,-12.3531,-38.3789,80.74400000000009,78,38,3.51,BR,2023-04-22 13:09:14
543,colonia,50.9333,6.95,59.95400000000005,82,20,5.14,DE,2023-04-22 13:07:14
544,kayangel,8.0823,134.7173,83.57000000000006,70,100,4.39,PW,2023-04-22 13:09:14
545,ulsteinvik,62.3432,5.8487,50.900000000000006,74,29,9.39,NO,2023-04-22 13:09:15
546,mount pleasant,32.7941,-79.8626,84.99199999999999,66,40,4.63,US,2023-04-22 13:09:15
547,buloh kasap,2.5536,102.764,76.94600000000005,93,100,0.49,MY,2023-04-22 13:09:15
548,zhangatas,43.5667,69.75,53.40200000000008,42,87,4.56,KZ,2023-04-22 13:09:16
549,dalandzadgad,43.5708,104.425,44.45600000000003,18,100,2.57,MN,2023-04-22 13:09:16
550,sandnessjoen,66.0217,12.6316,36.64400000000008,57,63,0.89,NO,2023-04-22 13:06:58
551,coahuayana de hidalgo,18.7,-103.6583,89.09600000000006,48,73,3.69,MX,2023-04-22 13:09:17
552,atsugi,35.4389,139.3597,55.23800000000004,61,99,3.1,JP,2023-04-22 13:09:17
553,zayed city,24.3768,54.589,82.00400000000005,61,0,3.09,AE,2023-04-22 13:09:17
554,fray luis beltran,-39.3167,-65.7667,69.566,29,0,3.73,AR,2023-04-22 13:09:18
555,kimbe,-5.5502,150.1429,75.308,92,78,1.74,PG,2023-04-22 13:09:18
556,carutapera,-1.195,-46.02,83.67800000000007,77,94,3.28,BR,2023-04-22 13:07:11
557,carazinho,-28.2839,-52.7864,73.31000000000009,43,73,3.05,BR,2023-04-22 13:09:19
558,ouezzane,34.7971,-5.5822,68.95400000000006,54,4,5.21,MA,2023-04-22 13:09:19
559,cill airne,52.05,-9.5167,46.18399999999999,93,100,1.28,IE,2023-04-22 13:07:47
560,mathba,22.2855,89.9629,79.30400000000006,56,55,3.38,BD,2023-04-22 13:09:19
